Parent Tree Number,Vegetation Code,Parent Tree Reg Status Code,Local Number,Active Ind,Tested Ind,Breeding Program Ind,Selection Date,BC Source Ind,Client Number,Client Locn Code,Natural Selection Type Code,Geographic Location,Latitude Degrees,Latitude Minutes,Latitude Seconds,Longitude Degrees,Longitude Minutes,Longitude Seconds,Seed Plan Zone Code,Elevation, Selection Age,BGC Zone Code,BGC Subzone Code,BGC Variant,Breeding Selection Type Code,Female Parent Parent Tree Number,Male Parent Parent Tree Number,Parent Tree Comment
"933","PLI","APP","","Y","Y","N","1983-06-01","Y","00012797","09","PV","PGTIS","51","31","0","117","11","0","BSH","945","15","","","","","","",""
"934","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","BSH","0","15","","","","","","",""
"935","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","BSH","0","15","","","","","","",""
"936","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"937","PLI","APP","","Y","Y","N","1983-06-01","Y","00012797","09","PV","PGTIS","50","31","0","115","44","0","EK","1036","15","","","","","","",""
"938","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"939","PLI","APP","","Y","Y","N","1983-06-01","Y","00012797","09","PV","PGTIS","50","31","0","115","44","0","EK","1036","15","","","","","","",""
"940","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"941","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"942","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"943","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"944","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"945","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"946","PLI","APP","","Y","Y","N","1983-06-01","Y","00012797","09","PV","PGTIS","50","49","0","116","26","0","EK","1173","15","","","","","","",""
"947","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"948","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"949","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"950","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","EK","0","15","","","","","","",""
"951","PLI","APP","","Y","Y","N","1983-06-01","Y","00012797","09","PV","PGTIS TELKWA HIGH","54","38","0","127","26","0","BLK","975","15","","","","","","",""
"952","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","BV","0","15","","","","","","",""
"953","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","WK","0","15","","","","","","",""
"954","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIS","","","","","","","WK","0","15","","","","","","",""
"955","PLI","APP","","N","N","N","2005-06-24","Y","00012797","09","","PGTIS","","","","","","","WK","0","15","","","","","","",""
"956","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIC","","","","","","","999","0","15","","","","","","",""
"957","PLI","APP","","N","N","N","2005-06-24","Y","00012797","09","","PGTIC","","","","","","","999","0","15","","","","","","",""
"958","PLI","APP","","N","N","N","2005-06-24","Y","00012797","09","","PGTIC","","","","","","","SA","0","15","","","","","","",""
"959","PLI","APP","","N","N","N","2005-06-24","Y","00012797","09","","PGTIC","","","","","","","SA","0","15","","","","","","",""
"960","PLI","APP","","N","N","N","2005-06-24","Y","00012797","09","","PGTIC","","","","","","","SA","0","15","","","","","","",""
"961","PLI","APP","","N","N","N","2005-06-24","Y","00012797","09","","PGTIC","","","","","","","SA","0","15","","","","","","",""
"962","PLI","APP","","Y","Y","N","1983-06-01","Y","00012797","09","PV","PGTIS","50","42","0","119","11","0","SA","777","15","","","","","","",""
"963","PLI","APP","","N","N","N","1983-06-01","Y","00012797","09","","PGTIC","","","","","","","SA","0","15","","","","","","",""
"964","PLI","APP","","N","N","N","2005-06-24","Y","00012797","09","","PGTIC","","","","","","","SA","0","15","","","","","","",""
"965","PLI","APP","","N","N","N","2005-06-24","Y","00012797","09","","PGTIC","","","","","","","SA","0","15","","","","","","",""
"966","PLI","APP","","N","N","N","2005-06-24","Y","00012797","09","","PGTIC","","","","","","","SA","0","15","","","","","","",""
"980","PLI","APP","","Y","Y","N","1987-03-01","Y","00012797","09","PV","WENTWORTH CREEK - PGTIS","50","58","0","120","20","0","TOD","1020","18","","","","","","",""
"981","PLI","APP","","Y","Y","N","1987-03-01","Y","00012797","09","PV","OIE LAKE - PGTIS","52","0","0","121","12","0","CT","990","18","","","","","","",""
"982","PLI","APP","","Y","Y","N","1987-03-01","Y","00012797","09","PV","OIE LAKE - PGTIS","52","0","0","121","12","0","CT","990","18","","","","","","",""
"983","PLI","APP","","Y","Y","N","1987-03-01","Y","00012797","09","PV","PGTIS OIE LAKE","52","0","0","121","12","0","CT","990","18","","","","","","",""
"984","PLI","APP","","Y","Y","N","1987-03-01","Y","00012797","09","PV","OIE LAKE - PGTIS","52","0","0","121","12","0","CT","990","18","","","","","","",""
"985","PLI","APP","","Y","Y","N","1987-03-01","Y","00012797","09","PV","PURDEN - PGTIS","53","32","0","121","44","0","MRB","840","18","","","","","","",""
"986","PLI","APP","","Y","Y","N","1987-03-01","Y","00012797","09","PV","OIE LAKE - PGTIS","52","0","0","121","12","0","CT","990","18","","","","","","",""
"987","PLI","APP","","Y","Y","N","1987-03-01","Y","00012797","09","PV","MCLEOD LAKE - PGTIS","54","49","0","122","51","0","MGR","695","18","","","","","","",""
"988","PLI","APP","","Y","Y","N","1987-03-01","Y","00012797","09","PV","PURDEN - PGTIS","53","32","0","121","44","0","MRB","840","18","","","","","","",""
"989","PLI","APP","","Y","Y","N","1987-03-01","Y","00012797","09","PV","PGTIS UDY CREEK","53","1","0","123","14","0","CHL","975","18","","","","","","",""
"1000","PLI","APP","1000","Y","Y","Y","1981-11-23","Y","00012797","09","PT","GILLON C","50","55","0","121","46","0","TOA","1570","121","","","","","","",""
"1001","PLI","APP","1001","Y","Y","Y","1981-11-23","Y","00012797","09","PT","LEON C N","50","58","0","122","7","0","TOA","1750","203","","","","","","",""
"1002","PLI","APP","1002","N","N","N","1981-11-25","Y","00012797","09","PT","TYAUGHTON","51","5","0","122","45","0","TOA","1810","110","","","","","","",""
"1003","PLI","APP","1003","Y","Y","Y","1981-11-25","Y","00012797","09","PT","TYAUGHTON","51","6","0","122","45","0","TOA","1530","92","","","","","","",""
"1004","PLI","APP","1004","Y","Y","Y","1981-11-27","Y","00012797","09","PT","YALAKOM R","51","7","0","122","20","0","TOA","1640","145","","","","","","",""
"1005","PLI","APP","1005","Y","Y","Y","1981-11-30","Y","00012797","09","PT","YALAKOM R","51","6","0","122","23","0","TOA","1490","159","","","","","","",""
"1006","PLI","APP","1006","N","N","N","1981-12-01","Y","00012797","09","PT","YALAKOM R","51","6","0","122","22","0","TOA","1530","140","","","","","","",""
"1007","PLI","APP","1007","Y","Y","Y","1981-12-03","Y","00012797","09","PT","S LEON C","50","57","0","122","2","0","TOA","1750","133","","","","","","",""
"1008","PLI","APP","1008","N","N","N","1981-12-07","Y","00012797","09","PT","LALUWISSIN","50","13","0","121","38","0","TOA","1750","89","","","","","","",""
"1009","PLI","APP","1009","N","N","N","1981-12-07","Y","00012797","09","PT","LALUWISSIN","50","31","0","121","35","0","TOA","1750","100","","","","","","",""
"1010","PLI","APP","1010","Y","Y","Y","1981-12-08","Y","00012797","09","PT","CROWN L","50","50","0","121","45","0","TOA","1520","147","","","","","","",""
"1011","PLI","APP","1011","Y","Y","Y","1981-12-08","Y","00012797","09","PT","CROWN L","55","50","0","121","46","0","HH","1600","118","SBS","","","","","",""
"1012","PLI","APP","1012","Y","Y","Y","1981-12-09","Y","00012797","09","PT","ENTERPRISE","50","20","0","121","50","0","TOA","1120","100","","","","","","",""
"1013","PLI","APP","1013","Y","Y","Y","1981-12-16","Y","00012797","09","PT","MURRAY C","50","30","0","121","25","0","TOA","1200","105","","","","","","",""
"1014","PLI","APP","1014","Y","Y","Y","1982-02-26","Y","00012797","09","PT","HICKLEBERR","50","29","0","121","26","0","TOA","1760","122","","","","","","",""
"1015","PLI","APP","1015","Y","Y","Y","1982-02-17","Y","00012797","09","PT","CATHEDRALP","49","7","0","120","9","0","TOA","1610","180","","","","","","",""
"1016","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","SKIM NURS","50","47","0","119","25","0","SA","460","0","","","","","","",""
"1017","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","SKIM NURS","50","46","0","119","28","0","SA","650","0","","","","","","",""
"1018","PLI","APP","PL1018","N","Y","Y","1982-11-17","Y","00012797","09","PT","BLANC CR","50","42","0","119","34","0","TOD","1500","98","","","","","","",""
"1019","PLI","APP","PL1019","N","Y","Y","1982-11-17","Y","00012797","09","PT","BLANC CR","50","42","0","119","35","0","TOD","1600","87","","","","","","",""
"1020","PLI","APP","","Y","Y","Y","1982-02-16","Y","00002930","00","PT","EASTMERE L","49","44","0","120","11","0","TOA","1400","113","","","","","","",""
"1021","PLI","APP","","Y","Y","Y","1982-02-16","Y","00002930","00","PT","SPUKUNNE C","49","39","0","120","21","0","TOA","885","65","","","","","","",""
"1022","PLI","APP","","Y","Y","Y","1982-02-23","Y","00002930","00","PT","SHINISH C","49","40","0","120","10","0","TOA","1500","102","","","","","","",""
"1023","PLI","APP","","Y","Y","Y","1982-02-23","Y","00002930","00","PT","SHINISH C","49","40","0","120","12","0","TOA","1430","100","","","","","","",""
"1024","PLI","APP","","N","Y","Y","1982-02-24","Y","00002930","00","PT","SHINISH C","49","40","0","120","16","0","TOA","1000","65","","","","","","",""
"1025","PLI","APP","","Y","Y","Y","1982-02-24","Y","00002930","00","PT","UPSIMEM C","49","44","0","120","14","0","TOA","1310","76","","","","","","",""
"1026","PLI","APP","","Y","Y","Y","1982-02-24","Y","00002930","00","PT","CHAIN L","49","43","0","120","18","0","TOA","1250","67","","","","","","",""
"1027","PLI","APP","","Y","Y","Y","1982-02-25","Y","00002930","00","PT","RED C","49","30","0","120","20","0","TOA","1280","69","","","","","","",""
"1028","PLI","APP","","Y","Y","Y","1982-02-25","Y","00002930","00","PT","RED C","49","32","0","120","23","0","TOA","1280","66","","","","","","",""
"1029","PLI","APP","","Y","Y","Y","1982-02-25","Y","00002930","00","PT","RED C","49","34","0","120","23","0","TOA","1040","101","","","","","","",""
"1030","PLI","APP","","Y","Y","Y","1982-03-01","Y","00002930","00","PT","WILLIS C","49","18","0","120","25","0","TOA","1300","98","","","","","","",""
"1031","PLI","APP","","Y","Y","Y","1982-03-01","Y","00002930","00","PT","JAMESON L","49","22","0","120","28","0","TOA","1100","91","","","","","","",""
"1032","PLI","APP","","Y","Y","Y","1982-03-02","Y","00002930","00","PT","WILLIS C","49","19","0","120","26","0","TOA","1190","104","","","","","","",""
"1033","PLI","APP","","Y","Y","Y","1982-03-01","Y","00002930","00","PT","WILLIS C","49","19","0","120","27","0","TOA","1400","106","","","","","","",""
"1034","PLI","APP","","Y","Y","Y","1982-03-03","Y","00002930","00","PT","WHISTLE C","49","17","0","120","15","0","TOA","1390","102","","","","","","",""
"1035","PLI","APP","","Y","Y","Y","1982-03-03","Y","00002930","00","PT","PETTIGREWC","49","19","0","120","10","0","TOA","1500","104","","","","","","",""
"1036","PLI","APP","","Y","Y","Y","1982-03-03","Y","00002930","00","PT","PETTIGREW","49","19","0","120","11","0","TOA","1340","103","","","","","","",""
"1037","PLI","APP","","Y","Y","Y","1982-03-04","Y","00002930","00","PT","JOHNS C","49","19","0","120","5","0","TOA","1310","86","","","","","","",""
"1038","PLI","APP","1038","Y","Y","Y","1982-03-10","Y","00002930","00","PT","PILLARD C","49","48","0","120","26","0","TOA","1432","110","","","","","","",""
"1039","PLI","APP","1039","Y","Y","Y","1982-03-10","Y","00002930","00","PT","PILLARD C","49","49","0","120","25","0","TOA","1493","120","","","","","","",""
"1040","PLI","APP","1040","Y","Y","Y","1982-01-21","Y","00001690","00","PT","PENNASK C","49","55","0","120","5","0","TOA","1590","84","","","","","","",""
"1041","PLI","APP","1041","Y","Y","Y","1982-01-21","Y","00001690","00","PT","PENNASK C","49","56","0","120","7","0","TOA","1650","86","","","","","","",""
"1042","PLI","APP","1042","Y","Y","Y","1982-01-21","Y","00001690","00","PT","PENNASK C","49","56","0","120","4","0","TOA","1490","83","","","","","","",""
"1043","PLI","APP","1043","Y","Y","Y","1982-01-26","Y","00001690","00","PT","PENNASK C","49","57","0","120","4","0","TOA","1490","93","","","","","","",""
"1044","PLI","APP","1044","Y","Y","Y","1982-01-27","Y","00001690","00","PT","PENNASK C","49","55","0","120","3","0","TOA","1490","96","","","","","","",""
"1045","PLI","APP","1045","Y","Y","Y","1982-01-27","Y","00001690","00","PT","PENNASK C","49","57","0","120","6","0","TOA","1520","97","","","","","","",""
"1046","PLI","APP","1046","Y","Y","Y","1982-02-02","Y","00001690","00","PT","LOST CHAIN","49","40","0","119","58","0","TOA","1160","51","","","","","","",""
"1047","PLI","APP","1047","Y","Y","Y","1982-02-04","Y","00001690","00","PT","LOST CHAIN","49","40","0","119","58","0","TOA","1220","89","","","","","","",""
"1048","PLI","APP","1048","Y","Y","Y","2005-06-24","Y","00001690","00","PT","LOST CH C","49","40","0","120","1","0","TOA","1350","54","","","","","","",""
"1049","PLI","APP","1049","Y","Y","Y","1982-02-05","Y","00001690","00","PT","TSUH L","49","44","0","119","58","0","TOA","1490","106","","","","","","",""
"1050","PLI","APP","1050","Y","Y","Y","1982-02-05","Y","00001690","00","PT","KATHLEEN L","49","45","0","120","6","0","TOA","1370","76","","","","","","",""
"1051","PLI","APP","PL1051","N","N","N","1982-11-17","Y","00012797","09","PT","BLANC CR","50","43","0","119","34","0","TOD","1450","84","","","","","","",""
"1052","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","SKIM CK","50","46","0","119","29","0","SA","610","82","ICH","mw","3","","","",""
"1053","PLI","APP","PL1053","Y","Y","Y","1982-11-22","Y","00012797","09","PT","FLY HILL","50","43","0","119","29","0","TOD","1150","91","","","","","","",""
"1054","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","LARCH HILL","50","43","0","119","13","0","SA","650","73","","","","","","",""
"1055","PLI","APP","1055","Y","Y","Y","1982-02-15","Y","00002930","00","PT","QUILCHENA","49","53","0","120","12","0","TOA","1525","87","","","","","","",""
"1056","PLI","APP","1056","Y","Y","Y","1982-02-16","Y","00002930","00","PT","PARDISE L","49","58","0","120","13","0","TOA","1500","96","","","","","","",""
"1057","PLI","APP","1057","Y","Y","Y","1982-02-26","Y","00002930","00","PT","QUILCHENA","50","0","0","120","15","0","TOA","1460","79","","","","","","",""
"1058","PLI","APP","1058","Y","Y","Y","1982-02-26","Y","00002930","00","PT","QUILCHENA","50","0","0","120","17","0","TOA","1370","67","","","","","","",""
"1059","PLI","APP","1059","Y","Y","Y","1982-03-02","Y","00002930","00","PT","QUILCHENA","50","50","0","120","17","0","TOA","1372","94","","","","","","",""
"1060","PLI","APP","1060","N","N","N","1982-03-02","Y","00002930","00","PT","QUILCHENA","50","50","0","120","18","0","TOA","1372","111","","","","","","",""
"1061","PLI","APP","1061","N","N","N","1982-03-02","Y","00002930","00","PT","QUILCHENA","49","59","0","120","21","0","TOA","1219","110","","","","","","",""
"1062","PLI","APP","1062","N","N","N","1982-03-05","Y","00002930","00","PT","PARIDISE L","49","54","0","120","18","0","TOA","1280","77","","","","","","",""
"1063","PLI","APP","1063","Y","Y","Y","1982-03-05","Y","00002930","00","PT","PARIDISE L","49","55","0","120","18","0","TOA","1310","81","","","","","","",""
"1064","PLI","APP","1064","Y","Y","Y","1982-03-05","Y","00002930","00","PT","PARIDISE L","49","57","0","120","17","0","TOA","1310","67","","","","","","",""
"1065","PLI","APP","1065","Y","Y","Y","1981-12-02","Y","00012797","09","PT","KIRBY C","50","16","0","120","41","0","TOA","1535","80","","","","","","",""
"1066","PLI","APP","1066","N","N","N","1981-12-02","Y","00012797","09","PT","SWAKUM MTN","50","15","0","120","41","0","TOA","1470","73","","","","","","",""
"1067","PLI","APP","1067","Y","Y","Y","1982-01-19","Y","00012797","09","PT","REY L","50","20","0","120","42","0","TOA","1375","135","","","","","","",""
"1068","PLI","APP","1068","Y","Y","Y","1982-01-19","Y","00012797","09","PT","REY C","50","20","0","120","41","0","TOA","1515","76","","","","","","",""
"1069","PLI","APP","1069","N","N","N","1982-02-05","Y","00012797","09","PT","TYNER C","50","16","0","120","53","0","TOA","1250","80","","","","","","",""
"1070","PLI","APP","1070","Y","Y","Y","1982-02-26","Y","00012797","09","PT","PROMONTORY","50","12","0","120","58","0","TOA","1700","110","","","","","","",""
"1071","PLI","APP","1071","N","N","N","1982-03-10","Y","00012797","09","PT","CALLING L","50","28","0","121","7","0","TOA","1575","90","","","","","","",""
"1072","PLI","APP","1072","Y","Y","Y","1982-03-17","Y","00012797","09","PT","SHEEP L","50","15","0","120","30","0","TOA","1370","70","","","","","","",""
"1073","PLI","APP","1073","N","N","N","1982-03-17","Y","00012797","09","PT","SHEEP L","50","15","0","120","32","0","TOA","1450","103","","","","","","",""
"1074","PLI","APP","1074","Y","Y","Y","1982-03-23","Y","00012797","09","PT","SKVHOST C","50","22","0","120","59","0","TOA","1650","85","","","","","","",""
"1075","PLI","APP","1075","Y","Y","Y","1982-02-01","Y","00037932","00","PT","HELLER C","50","58","0","120","42","0","TOA","1350","123","","","","","","",""
"1076","PLI","APP","1076","Y","Y","Y","1982-02-01","Y","00037932","00","PT","HELLER C","50","59","0","120","41","0","TOA","1450","102","","","","","","",""
"1077","PLI","APP","1077","Y","Y","Y","1982-02-01","Y","00037932","00","PT","TRUDA L","50","57","0","120","39","0","TOA","1400","102","","","","","","",""
"1078","PLI","APP","1078","N","N","N","1982-02-01","Y","00037932","00","PT","TRANQUILLE","50","55","0","120","44","0","TOA","1000","88","","","","","","",""
"1079","PLI","APP","1079","Y","Y","Y","1982-02-01","Y","00037932","00","PT","LAC LE JEU","50","29","0","120","29","0","TOA","1300","78","","","","","","",""
"1080","PLI","APP","1080","Y","Y","Y","1982-02-01","Y","00037932","00","PT","MILE HIGH","50","30","0","120","40","0","TOA","1400","122","","","","","","",""
"1081","PLI","APP","1081","N","N","N","1982-02-01","Y","00037932","00","PT","GNAWED MT","50","27","0","120","55","0","TOA","1380","108","","","","","","",""
"1082","PLI","APP","1082","N","N","N","1982-02-01","Y","00037932","00","PT","GNAWED MT","50","27","0","120","55","0","TOA","1300","108","","","","","","",""
"1083","PLI","APP","1083","Y","Y","Y","1982-02-01","Y","00037932","00","PT","MARTIN MT","50","38","0","119","46","0","TOA","1050","0","","","","","","",""
"1084","PLI","APP","1084","Y","Y","Y","1982-02-01","Y","00037932","00","PT","DUCK HL","50","34","0","119","58","0","TOA","950","100","","","","","","",""
"1085","PLI","APP","1085","N","N","N","1982-02-01","Y","00037932","00","PT","CAMPBELL L","50","32","0","120","4","0","TOA","1100","115","","","","","","",""
"1086","PLI","APP","1086","Y","Y","Y","1982-02-01","Y","00037932","00","PT","ROCHE L","50","29","0","120","11","0","TOA","1000","116","","","","","","",""
"1087","PLI","APP","1087","N","N","N","1982-02-01","Y","00037932","00","PT","LODGEPOLE","50","31","0","120","30","0","TOA","1400","109","","","","","","",""
"1088","PLI","APP","1088","Y","Y","Y","1982-02-01","Y","00037932","00","PT","HEFFLEY L","50","50","0","120","5","0","TOA","1360","108","","","","","","",""
"1089","PLI","APP","1089","Y","Y","Y","1982-02-01","Y","00037932","00","PT","HEFFLEY L","50","50","0","120","5","0","TOA","1300","96","","","","","","",""
"1090","PLI","APP","1090","Y","Y","Y","1982-02-01","Y","00037932","00","PT","PASS L","50","52","0","120","29","0","TOA","1100","129","","","","","","",""
"1091","PLI","APP","1091","Y","Y","Y","1982-02-01","Y","00037932","00","PT","PASS L","50","52","0","120","29","0","TOA","1050","127","","","","","","",""
"1092","PLI","APP","1092","N","N","N","1982-02-01","Y","00037932","00","PT","PASS L","50","52","0","120","31","0","TOA","1100","110","","","","","","",""
"1093","PLI","APP","1093","N","N","N","1982-03-01","Y","00037932","00","PT","ROCHE L","50","29","0","120","11","0","TOA","1050","104","","","","","","",""
"1094","PLI","APP","1094","Y","Y","Y","2005-06-24","Y","00037932","00","PT","CRISS C","51","0","0","120","46","0","TOA","1150","70","","","","","","",""
"1095","PLI","APP","1095","Y","Y","Y","1982-03-24","Y","00012797","09","PT","WEYMAN C","50","22","0","119","59","0","TOA","1130","95","","","","","","",""
"1096","PLI","APP","PL1096","Y","Y","Y","1983-02-08","Y","00012797","09","PT","VOLCANIC C","49","10","0","118","23","0","TOD","1125","55","","","","","","",""
"1097","PLI","APP","PL1097","Y","Y","Y","1983-02-08","Y","00012797","09","PT","VOLCANIC C","49","10","0","118","25","0","TOD","925","86","","","","","","",""
"1098","PLI","APP","PL1098","Y","Y","Y","1983-02-09","Y","00012797","09","PT","TAURUS LK","49","19","0","118","59","0","TOD","1200","58","","","","","","",""
"1099","PLI","APP","PL1099","N","N","N","1983-02-09","Y","00012797","09","PT","WADDELL CR","49","20","0","118","58","0","TOD","1185","92","","","","","","",""
"1100","PLI","APP","PL1100","Y","Y","Y","1983-02-09","Y","00012797","09","PT","FIVA CR","49","13","0","118","55","0","TOD","755","81","","","","","","",""
"1101","PLI","APP","PL1101","Y","Y","Y","1983-02-10","Y","00012797","09","PT","WALLACE LK","49","31","0","119","2","0","TOD","1260","58","","","","","","",""
"1102","PLI","APP","PL1102","Y","Y","Y","1983-02-10","Y","00012797","09","PT","WALLACE LK","49","30","0","119","3","0","TOD","950","65","","","","","","",""
"1118","PLI","APP","1118","Y","Y","Y","1982-02-01","Y","00044528","00","PT","TERRACE M","50","2","0","119","35","0","TOA","1200","94","","","","","","",""
"1119","PLI","APP","1119","N","N","N","1982-02-01","Y","00044528","00","PT","BEAR L","49","58","0","119","42","0","TOA","1180","65","","","","","","",""
"1120","PLI","APP","1120","Y","Y","Y","1982-02-03","Y","00044528","00","PT","BEAR L","49","57","0","119","43","0","TOA","1240","57","","","","","","",""
"1121","PLI","APP","1121","N","N","N","1982-02-03","Y","00044528","00","PT","BEAR L","49","57","0","119","44","0","TOA","1200","50","","","","","","",""
"1122","PLI","APP","1122","Y","Y","Y","1982-03-01","Y","00044528","00","PT","JACKPINE L","49","55","0","119","44","0","TOA","1240","62","","","","","","",""
"1123","PLI","APP","1123","N","N","N","1982-03-01","Y","00044528","00","PT","GELLATLY L","49","55","0","119","44","0","TOA","1380","54","","","","","","",""
"1124","PLI","APP","1124","Y","Y","Y","1982-03-01","Y","00044528","00","PT","JACKPINE L","49","55","0","119","43","0","TOA","1220","60","","","","","","",""
"1125","PLI","APP","1125","Y","Y","Y","1982-03-02","Y","00044528","00","PT","STUART C","50","5","0","119","34","0","TOA","1180","86","","","","","","",""
"1126","PLI","APP","1126","Y","Y","Y","1982-03-02","Y","00044528","00","PT","STUART C","50","5","0","119","34","0","TOA","1245","80","","","","","","",""
"1127","PLI","APP","1127","Y","Y","Y","1982-03-03","Y","00044528","00","PT","SANDBERG C","50","1","0","119","41","0","TOA","1380","129","","","","","","",""
"1128","PLI","APP","1128","Y","Y","Y","1982-03-02","Y","00044528","00","PT","BEAR C","49","59","0","119","43","0","TOA","1380","116","","","","","","",""
"1129","PLI","APP","1129","Y","Y","Y","1982-03-03","Y","00044528","00","PT","BEAR C","50","0","0","119","42","0","TOA","1320","111","","","","","","",""
"1130","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","4 MI CK","51","6","0","118","52","0","SA","1200","130","","","","","","",""
"1131","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","4 MI CK","51","5","0","118","51","0","SA","1250","118","","","","","","",""
"1132","PLI","APP","","N","N","N","2005-06-24","Y","00012797","09","PT","WOODS MEDO","50","24","0","119","56","0","TOA","1040","0","","","","","","",""
"1133","PLI","APP","1133","N","N","N","1982-01-19","Y","00044528","00","PT","WOODS MEAD","50","25","0","119","55","0","TOA","1040","94","","","","","","",""
"1134","PLI","APP","1134","Y","Y","Y","1982-01-28","Y","00044528","00","PT","TODD PRATT","50","29","0","120","4","0","TOA","1250","94","","","","","","",""
"1135","PLI","APP","1135","Y","Y","Y","1982-02-02","Y","00044528","00","PT","PRATT L","50","25","0","120","3","0","TOA","1311","104","","","","","","",""
"1136","PLI","APP","1136","Y","Y","Y","1982-02-02","Y","00044528","00","PT","PRATT L","50","26","0","120","2","0","TOA","1250","106","","","","","","",""
"1137","PLI","APP","1137","Y","Y","Y","1982-02-08","Y","00044528","00","PT","OKANAGAN L","50","11","0","119","36","0","TOA","1540","104","","","","","","",""
"1138","PLI","APP","1138","Y","Y","Y","1982-02-09","Y","00044528","00","PT","OKANAGAN L","50","11","0","119","36","0","TOA","1500","105","","","","","","",""
"1139","PLI","APP","1139","Y","Y","Y","1982-03-03","Y","00044528","00","PT","PRATT L","50","23","0","120","2","0","TOA","1219","104","","","","","","",""
"1140","PLI","APP","1140","Y","Y","Y","1982-03-03","Y","00044528","00","PT","TODD L","50","29","0","120","2","0","TOA","1300","127","","","","","","",""
"1141","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","4 MI CK","51","5","0","118","50","0","SA","1340","140","","","","","","",""
"1142","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","LARCH HILL","50","48","0","119","4","0","SA","680","83","","","","","","",""
"1143","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","SCOTCH CK","51","1","0","119","28","0","SA","630","94","","","","","","",""
"1144","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","SCOTCH CK","51","0","0","119","28","0","SA","600","84","","","","","","",""
"1145","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","SCOTCH CK","50","59","0","119","28","0","SA","570","0","","","","","","",""
"1146","PLI","APP","PL1146","Y","Y","Y","1982-12-07","Y","00012797","09","PT","WALENSTEEN","50","39","0","119","24","0","TOD","675","95","","","","","","",""
"1147","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","REINECKR C","50","49","0","119","13","0","SA","650","48","","","","","","",""
"1148","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","REINECKR C","50","42","0","119","13","0","SA","920","0","","","","","","",""
"1149","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","E.CANOE C","50","41","0","119","11","0","SA","925","101","IDF","mw","1","","","",""
"1150","PLI","APP","","Y","Y","Y","2005-06-24","Y","00012797","09","PT","E.CANOE C","50","42","0","119","11","0","SA","675","103","","","","","","",""
"1151","PLI","APP","1151","Y","Y","Y","1981-11-30","Y","00012797","09","PT","TUKTAKAMIN","50","27","0","119","37","0","TOA","1220","53","","","","","","",""
"1152","PLI","APP","1152","N","N","N","1981-11-30","Y","00012797","09","PT","PINAUS L","50","26","0","119","38","0","TOA","1140","63","","","","","","",""
"1153","PLI","APP","1153","Y","Y","Y","1981-11-23","Y","00012797","09","PT","GEORGE C","50","32","0","119","56","0","TOA","1300","101","","","","","","",""
